Banc de test optique V0.2

tension de test théorique : 12V
tension = 0.00 VDC;courant = 0.00 A;

Angle °;cd;X;Y;lux;temperature ambiante °C; temps après allumage en ms;
84.4;25.41;0.0000;0.0000;1.4407;1994.45;430345;
84.6;25.46;0.0000;0.0000;1.4435;1994.45;430761;
84.8;25.48;0.0000;0.0000;1.4444;1994.44;431177;
85.0;25.48;0.0000;0.0000;1.4445;1994.38;431593;
85.2;25.46;0.0000;0.0000;1.4434;1994.41;432009;
85.4;25.45;0.0000;0.0000;1.4427;1994.48;432425;
85.6;25.45;0.0000;0.0000;1.4426;1994.48;432841;
85.8;25.45;0.0000;0.0000;1.4429;1994.48;433257;
86.0;25.45;0.0000;0.0000;1.4430;1994.48;433673;
86.2;25.48;0.0000;0.0000;1.4444;1994.45;434089;
86.4;25.55;0.0000;0.0000;1.4484;1994.48;434505;
86.6;25.59;0.0000;0.0000;1.4509;1994.41;434921;
86.8;25.64;0.0000;0.0000;1.4536;1994.42;435337;
87.0;25.68;0.0000;0.0000;1.4561;1994.42;435753;
87.2;25.72;0.0000;0.0000;1.4580;1994.41;436169;
87.4;25.78;0.0000;0.0000;1.4615;1994.44;436585;
87.6;25.81;0.0000;0.0000;1.4631;1994.48;437001;
87.8;25.82;0.0000;0.0000;1.4635;1994.52;437417;
88.0;25.81;0.0000;0.0000;1.4630;1994.52;437833;
88.2;25.81;0.0000;0.0000;1.4629;1994.52;438249;
88.4;25.78;0.0000;0.0000;1.4615;1994.51;438665;
88.6;25.72;0.0000;0.0000;1.4578;1994.54;439081;
88.8;25.67;0.0000;0.0000;1.4554;1994.63;439497;
89.0;25.67;0.0000;0.0000;1.4550;1994.67;439913;
89.2;25.65;0.0000;0.0000;1.4540;1994.64;440329;
89.4;25.63;0.0000;0.0000;1.4532;1994.64;440745;
89.6;25.65;0.0000;0.0000;1.4539;1994.70;441161;
89.8;25.61;0.0000;0.0000;1.4520;1994.73;441577;
90.0;25.60;0.0000;0.0000;1.4512;1994.89;441993;
90.2;25.56;0.0000;0.0000;1.4493;1994.90;442409;
90.4;25.54;0.0000;0.0000;1.4479;1994.90;442825;
90.6;25.49;0.0000;0.0000;1.4450;1994.92;443241;
90.8;25.48;0.0000;0.0000;1.4444;1994.98;443657;
91.0;25.44;0.0000;0.0000;1.4420;1995.02;444073;
91.2;25.43;0.0000;0.0000;1.4415;1995.43;444489;
91.4;25.39;0.0000;0.0000;1.4395;1994.98;444905;
91.6;25.36;0.0000;0.0000;1.4377;1994.98;445321;
91.8;25.32;0.0000;0.0000;1.4356;1994.96;445737;
92.0;25.28;0.0000;0.0000;1.4332;1994.89;446153;
92.2;25.24;0.0000;0.0000;1.4309;1994.93;446569;
92.4;25.18;0.0000;0.0000;1.4273;1994.87;446985;
92.6;25.15;0.0000;0.0000;1.4258;1994.87;447401;
92.8;25.11;0.0000;0.0000;1.4237;1994.87;447817;
93.0;25.07;0.0000;0.0000;1.4213;1994.87;448233;
93.2;25.06;0.0000;0.0000;1.4204;1994.87;448649;
93.4;25.04;0.0000;0.0000;1.4196;1994.87;449065;
93.6;24.99;0.0000;0.0000;1.4168;1995.31;449481;
93.8;24.95;0.0000;0.0000;1.4147;1994.95;449897;
94.0;24.92;0.0000;0.0000;1.4129;1994.95;450313;
94.2;24.89;0.0000;0.0000;1.4110;1994.96;450729;
94.4;24.84;0.0000;0.0000;1.4084;1994.99;451145;
94.6;24.81;0.0000;0.0000;1.4065;1995.02;451561;
94.8;24.79;0.0000;0.0000;1.4055;1995.02;451977;
95.0;24.76;0.0000;0.0000;1.4038;1995.02;452393;
95.2;24.70;0.0000;0.0000;1.4002;1995.02;452809;
95.4;24.66;0.0000;0.0000;1.3979;1995.03;453225;
95.6;24.64;0.0000;0.0000;1.3967;1994.98;453641;
95.8;24.64;0.0000;0.0000;1.3971;1994.99;454057;
96.0;24.63;0.0000;0.0000;1.3961;1995.08;454473;
96.2;24.64;0.0000;0.0000;1.3967;1995.06;454889;
96.4;24.64;0.0000;0.0000;1.3967;1995.06;455305;
96.6;24.66;0.0000;0.0000;1.3979;1994.99;455721;
96.8;24.68;0.0000;0.0000;1.3991;1995.05;456137;
97.0;24.70;0.0000;0.0000;1.4002;1995.05;456553;
97.2;24.72;0.0000;0.0000;1.4012;1995.11;456969;
97.4;24.71;0.0000;0.0000;1.4010;1995.05;457385;
97.6;24.69;0.0000;0.0000;1.3997;1995.05;457801;
97.8;24.68;0.0000;0.0000;1.3989;1995.02;458216;
98.0;24.65;0.0000;0.0000;1.3977;1995.03;458632;
98.2;24.62;0.0000;0.0000;1.3957;1995.00;459048;
98.4;24.58;0.0000;0.0000;1.3933;1995.02;459464;
98.6;24.54;0.0000;0.0000;1.3911;1995.06;459880;
98.8;24.53;0.0000;0.0000;1.3904;1995.06;460296;
99.0;24.50;0.0000;0.0000;1.3887;1994.99;460712;
99.2;24.46;0.0000;0.0000;1.3869;1995.00;461128;
99.4;24.43;0.0000;0.0000;1.3851;1995.02;461544;
99.6;24.41;0.0000;0.0000;1.3839;1994.99;461960;
99.8;24.40;0.0000;0.0000;1.3829;1994.98;462376;
100.0;24.37;0.0000;0.0000;1.3813;1994.98;462792;
100.2;24.31;0.0000;0.0000;1.3782;1994.99;463208;
100.4;24.25;0.0000;0.0000;1.3745;1995.03;463624;
100.6;24.18;0.0000;0.0000;1.3707;1995.02;464040;
100.8;24.15;0.0000;0.0000;1.3688;1994.98;464456;
101.0;24.09;0.0000;0.0000;1.3659;1994.98;464872;
101.2;24.07;0.0000;0.0000;1.3644;1994.90;465288;
101.4;24.04;0.0000;0.0000;1.3631;1994.93;465704;
101.6;24.04;0.0000;0.0000;1.3629;1994.92;466120;
101.8;23.98;0.0000;0.0000;1.3595;1995.28;466536;
102.0;23.96;0.0000;0.0000;1.3580;1995.14;466952;
102.2;23.90;0.0000;0.0000;1.3550;1995.14;467368;
102.4;23.81;0.0000;0.0000;1.3500;1995.11;467784;
102.6;23.75;0.0000;0.0000;1.3464;1995.09;468200;
102.8;23.68;0.0000;0.0000;1.3422;1995.06;468616;
103.0;23.64;0.0000;0.0000;1.3402;1995.05;469032;
103.2;23.60;0.0000;0.0000;1.3381;1994.67;469448;
103.4;23.56;0.0000;0.0000;1.3355;1994.67;469864;
103.6;23.50;0.0000;0.0000;1.3323;1994.67;470280;
103.8;23.44;0.0000;0.0000;1.3290;1994.71;470696;
104.0;23.38;0.0000;0.0000;1.3252;1994.73;471112;
104.2;23.33;0.0000;0.0000;1.3225;1995.15;471528;
104.4;23.27;0.0000;0.0000;1.3192;1995.22;471944;
104.6;23.21;0.0000;0.0000;1.3158;1995.22;472360;
104.8;23.18;0.0000;0.0000;1.3140;1995.22;472776;
105.0;23.14;0.0000;0.0000;1.3119;1995.22;473192;
105.2;23.09;0.0000;0.0000;1.3087;1995.19;473608;
105.4;23.02;0.0000;0.0000;1.3051;1995.19;474024;
105.6;22.93;0.0000;0.0000;1.3000;1994.77;474440;
105.8;22.85;0.0000;0.0000;1.2953;1994.77;474856;
106.0;22.76;0.0000;0.0000;1.2903;1994.70;475272;
106.2;22.70;0.0000;0.0000;1.2868;1994.64;475688;
106.4;22.65;0.0000;0.0000;1.2839;1994.57;476104;
106.6;22.62;0.0000;0.0000;1.2820;1994.52;476520;
106.8;22.58;0.0000;0.0000;1.2799;1994.51;476936;
107.0;22.53;0.0000;0.0000;1.2773;1994.51;477352;
107.2;22.50;0.0000;0.0000;1.2754;1994.60;477768;
107.4;22.43;0.0000;0.0000;1.2714;1994.61;478184;
107.6;22.36;0.0000;0.0000;1.2677;1994.61;478600;
107.8;22.29;0.0000;0.0000;1.2638;1994.58;479016;
108.0;22.23;0.0000;0.0000;1.2604;1994.52;479432;
108.2;22.21;0.0000;0.0000;1.2589;1994.52;479848;
108.4;22.19;0.0000;0.0000;1.2577;1994.44;480264;
108.6;22.21;0.0000;0.0000;1.2590;1994.51;480680;
108.8;22.19;0.0000;0.0000;1.2582;1994.45;481096;
109.0;22.21;0.0000;0.0000;1.2592;1994.52;481512;
109.2;22.25;0.0000;0.0000;1.2611;1994.48;481928;
109.4;22.28;0.0000;0.0000;1.2632;1994.48;482344;
109.6;22.32;0.0000;0.0000;1.2656;1994.49;482760;
109.8;22.37;0.0000;0.0000;1.2684;1994.54;483176;
110.0;22.41;0.0000;0.0000;1.2705;1994.52;483592;
110.2;22.47;0.0000;0.0000;1.2736;1994.52;484008;
110.4;22.55;0.0000;0.0000;1.2785;1994.49;484424;
110.6;22.64;0.0000;0.0000;1.2833;1994.49;484840;
110.8;22.73;0.0000;0.0000;1.2883;1994.46;485256;
111.0;22.79;0.0000;0.0000;1.2920;1994.52;485672;
111.2;22.84;0.0000;0.0000;1.2947;1994.52;486088;
111.4;22.90;0.0000;0.0000;1.2981;1994.54;486504;
111.6;22.96;0.0000;0.0000;1.3015;1994.54;486920;
111.8;23.02;0.0000;0.0000;1.3049;1994.52;487336;
112.0;23.05;0.0000;0.0000;1.3067;1994.51;487752;
112.2;23.08;0.0000;0.0000;1.3082;1994.44;488168;
112.4;23.11;0.0000;0.0000;1.3101;1994.80;488584;
112.6;23.15;0.0000;0.0000;1.3124;1994.83;489000;
112.8;23.20;0.0000;0.0000;1.3153;1994.83;489416;
113.0;23.28;0.0000;0.0000;1.3195;1994.83;489832;
113.2;23.35;0.0000;0.0000;1.3236;1994.89;490248;
113.4;23.42;0.0000;0.0000;1.3278;1994.89;490664;
113.6;23.50;0.0000;0.0000;1.3320;1994.89;491080;
113.8;23.56;0.0000;0.0000;1.3358;1994.52;491496;
114.0;23.60;0.0000;0.0000;1.3379;1994.52;491912;
114.2;23.66;0.0000;0.0000;1.3414;1994.55;492328;
114.4;23.71;0.0000;0.0000;1.3439;1994.55;492744;
114.6;23.77;0.0000;0.0000;1.3474;1994.60;493160;
114.8;23.85;0.0000;0.0000;1.3520;1995.02;493576;
115.0;23.91;0.0000;0.0000;1.3552;1995.02;493992;
115.2;23.97;0.0000;0.0000;1.3591;1995.02;494408;
115.4;24.01;0.0000;0.0000;1.3613;1995.02;494824;
115.6;24.03;0.0000;0.0000;1.3620;1995.08;495240;
115.8;24.04;0.0000;0.0000;1.3631;1994.99;495656;
116.0;24.05;0.0000;0.0000;1.3635;1995.41;496072;
116.2;24.01;0.0000;0.0000;1.3609;1995.02;496488;
116.4;23.94;0.0000;0.0000;1.3571;1995.02;496904;
116.6;23.87;0.0000;0.0000;1.3534;1994.95;497320;
116.8;23.79;0.0000;0.0000;1.3488;1994.98;497736;
117.0;23.70;0.0000;0.0000;1.3434;1995.02;498152;
117.2;23.60;0.0000;0.0000;1.3381;1995.08;498568;
117.4;23.50;0.0000;0.0000;1.3324;1995.08;498984;
117.6;23.40;0.0000;0.0000;1.3263;1995.08;499400;
117.8;23.27;0.0000;0.0000;1.3194;1995.06;499816;
118.0;23.15;0.0000;0.0000;1.3124;1995.11;500232;
118.2;23.05;0.0000;0.0000;1.3066;1995.14;500648;
118.4;22.94;0.0000;0.0000;1.3006;1995.15;501064;
118.6;22.86;0.0000;0.0000;1.2957;1995.15;501480;
118.8;22.77;0.0000;0.0000;1.2909;1995.15;501896;
119.0;22.68;0.0000;0.0000;1.2860;1995.19;502312;
119.2;22.60;0.0000;0.0000;1.2814;1995.14;502728;
119.4;22.51;0.0000;0.0000;1.2759;1995.15;503144;
119.6;22.41;0.0000;0.0000;1.2702;1995.11;503560;
119.8;22.28;0.0000;0.0000;1.2628;1995.18;503976;
120.0;22.14;0.0000;0.0000;1.2553;1995.18;504392;
120.2;22.03;0.0000;0.0000;1.2488;1995.18;504808;
120.4;21.92;0.0000;0.0000;1.2427;1995.22;505224;
120.6;21.81;0.0000;0.0000;1.2364;1995.19;505640;
120.8;21.69;0.0000;0.0000;1.2295;1995.22;506056;
121.0;21.55;0.0000;0.0000;1.2216;1995.17;506472;
121.2;21.45;0.0000;0.0000;1.2159;1995.17;506888;
121.4;21.35;0.0000;0.0000;1.2104;1995.15;507304;
121.6;21.29;0.0000;0.0000;1.2067;1995.17;507720;
121.8;21.23;0.0000;0.0000;1.2035;1995.12;508136;
122.0;21.18;0.0000;0.0000;1.2006;1995.14;508552;
122.2;21.10;0.0000;0.0000;1.1964;1995.17;508968;
122.4;21.03;0.0000;0.0000;1.1920;1995.17;509384;
122.6;21.00;0.0000;0.0000;1.1903;1995.14;509800;
122.8;21.01;0.0000;0.0000;1.1909;1995.12;510216;
123.0;21.02;0.0000;0.0000;1.1915;1995.09;510632;
123.2;21.03;0.0000;0.0000;1.1920;1995.09;511048;
123.4;21.04;0.0000;0.0000;1.1930;1995.09;511464;
123.6;21.05;0.0000;0.0000;1.1935;1995.05;511880;
123.8;21.05;0.0000;0.0000;1.1933;1995.02;512296;
124.0;21.03;0.0000;0.0000;1.1920;1995.06;512712;
124.2;21.02;0.0000;0.0000;1.1916;1995.52;513128;
124.4;21.00;0.0000;0.0000;1.1903;1995.08;513544;
124.6;20.95;0.0000;0.0000;1.1875;1995.08;513960;
124.8;20.90;0.0000;0.0000;1.1847;1995.02;514376;
125.0;20.84;0.0000;0.0000;1.1817;1995.05;514792;
125.2;20.80;0.0000;0.0000;1.1794;1995.05;515208;
125.4;20.75;0.0000;0.0000;1.1761;1995.05;515624;
125.6;20.70;0.0000;0.0000;1.1732;1995.06;516040;
125.8;20.68;0.0000;0.0000;1.1724;1995.06;516456;
126.0;20.71;0.0000;0.0000;1.1742;1995.00;516872;
126.2;20.72;0.0000;0.0000;1.1747;1994.99;517288;
126.4;20.70;0.0000;0.0000;1.1735;1994.98;517704;
126.6;20.65;0.0000;0.0000;1.1707;1995.35;518120;
126.8;20.60;0.0000;0.0000;1.1679;1994.92;518536;
127.0;20.58;0.0000;0.0000;1.1664;1994.92;518952;
127.2;20.49;0.0000;0.0000;1.1618;1994.92;519368;
127.4;20.39;0.0000;0.0000;1.1561;1994.89;519784;
127.6;20.26;0.0000;0.0000;1.1487;1994.89;520200;
127.8;20.16;0.0000;0.0000;1.1427;1994.90;520616;
128.0;20.08;0.0000;0.0000;1.1385;1994.48;521032;
128.2;20.02;0.0000;0.0000;1.1351;1994.48;521448;
128.4;19.95;0.0000;0.0000;1.1310;1994.54;521864;
128.6;19.87;0.0000;0.0000;1.1263;1994.58;522280;
128.8;19.78;0.0000;0.0000;1.1214;1994.58;522696;
129.0;19.72;0.0000;0.0000;1.1179;1994.52;523112;
129.2;19.68;0.0000;0.0000;1.1156;1994.49;523528;
129.4;19.65;0.0000;0.0000;1.1141;1994.49;523944;
129.6;19.64;0.0000;0.0000;1.1133;1994.49;524360;
129.8;19.60;0.0000;0.0000;1.1113;1994.52;524776;
130.0;19.53;0.0000;0.0000;1.1069;1994.49;525192;
130.2;19.42;0.0000;0.0000;1.1009;1994.46;525608;
130.4;19.25;0.0000;0.0000;1.0915;1994.51;526024;
130.6;19.08;0.0000;0.0000;1.0816;1994.51;526440;
130.8;18.91;0.0000;0.0000;1.0722;1994.49;526856;
131.0;18.78;0.0000;0.0000;1.0646;1994.48;527272;
131.2;18.67;0.0000;0.0000;1.0584;1994.48;527688;
131.4;18.58;0.0000;0.0000;1.0531;1994.45;528104;
131.6;18.52;0.0000;0.0000;1.0499;1994.52;528520;
131.8;18.51;0.0000;0.0000;1.0490;1994.52;528936;
132.0;18.50;0.0000;0.0000;1.0486;1994.45;529352;
132.2;18.49;0.0000;0.0000;1.0481;1994.44;529768;
132.4;18.45;0.0000;0.0000;1.0462;1994.39;530184;
132.6;18.39;0.0000;0.0000;1.0426;1994.38;530600;
132.8;18.32;0.0000;0.0000;1.0387;1994.41;531016;
133.0;18.27;0.0000;0.0000;1.0360;1994.41;531432;
133.2;18.24;0.0000;0.0000;1.0338;1994.42;531848;
133.4;18.20;0.0000;0.0000;1.0316;1994.44;532264;
133.6;18.10;0.0000;0.0000;1.0260;1994.44;532680;
133.8;17.95;0.0000;0.0000;1.0177;1994.48;533096;
134.0;17.85;0.0000;0.0000;1.0120;1994.48;533512;
134.2;17.83;0.0000;0.0000;1.0105;1994.48;533928;
134.4;17.85;0.0000;0.0000;1.0119;1994.45;534344;
134.6;17.89;0.0000;0.0000;1.0143;1994.45;534760;
134.8;17.92;0.0000;0.0000;1.0160;1994.89;535176;
135.0;17.97;0.0000;0.0000;1.0190;1994.89;535592;
135.2;18.05;0.0000;0.0000;1.0230;1994.89;536008;
135.4;18.09;0.0000;0.0000;1.0258;1994.86;536424;
135.6;18.12;0.0000;0.0000;1.0270;1994.84;536840;
135.8;18.11;0.0000;0.0000;1.0267;1994.92;537256;
136.0;18.11;0.0000;0.0000;1.0269;1994.89;537672;
136.2;18.18;0.0000;0.0000;1.0305;1994.48;538088;
136.4;18.40;0.0000;0.0000;1.0433;1994.48;538504;
136.6;18.84;0.0000;0.0000;1.0680;1994.46;538920;
136.8;19.43;0.0000;0.0000;1.1016;1994.49;539336;
137.0;20.04;0.0000;0.0000;1.1361;1994.44;539752;
137.2;20.54;0.0000;0.0000;1.1643;1994.83;540168;
137.4;20.86;0.0000;0.0000;1.1824;1994.80;540584;
137.6;21.08;0.0000;0.0000;1.1950;1994.80;541000;
137.8;21.23;0.0000;0.0000;1.2033;1994.79;541416;
138.0;21.38;0.0000;0.0000;1.2118;1994.80;541832;
138.2;21.50;0.0000;0.0000;1.2190;1994.79;542248;
138.4;21.54;0.0000;0.0000;1.2210;1995.22;542664;
138.6;21.52;0.0000;0.0000;1.2202;1994.80;543080;
138.8;21.56;0.0000;0.0000;1.2221;1994.80;543496;
139.0;21.58;0.0000;0.0000;1.2232;1994.83;543912;
139.2;21.52;0.0000;0.0000;1.2202;1994.80;544328;
139.4;21.44;0.0000;0.0000;1.2156;1994.76;544744;
139.6;21.36;0.0000;0.0000;1.2111;1994.73;545160;
139.8;21.30;0.0000;0.0000;1.2074;1994.71;545576;
140.0;21.18;0.0000;0.0000;1.2009;1994.71;545992;
140.2;21.02;0.0000;0.0000;1.1915;1994.71;546408;
140.4;20.75;0.0000;0.0000;1.1764;1994.63;546824;
140.6;20.46;0.0000;0.0000;1.1598;1994.60;547240;
140.8;20.07;0.0000;0.0000;1.1378;1994.55;547656;
141.0;19.58;0.0000;0.0000;1.1102;1994.58;548072;
141.2;19.02;0.0000;0.0000;1.0785;1994.58;548488;
141.4;18.48;0.0000;0.0000;1.0474;1994.51;548904;
141.6;18.03;0.0000;0.0000;1.0224;1994.52;549320;
141.8;17.79;0.0000;0.0000;1.0086;1994.49;549736;
142.0;17.72;0.0000;0.0000;1.0048;1994.48;550152;
142.2;17.70;0.0000;0.0000;1.0036;1994.58;550568;
142.4;17.77;0.0000;0.0000;1.0074;1994.58;550984;
142.6;17.89;0.0000;0.0000;1.0141;1994.54;551400;
142.8;18.00;0.0000;0.0000;1.0202;1994.55;551816;
143.0;18.08;0.0000;0.0000;1.0252;1994.51;552232;
143.2;18.17;0.0000;0.0000;1.0303;1994.49;552648;
143.4;18.27;0.0000;0.0000;1.0354;1994.46;553064;
143.6;18.34;0.0000;0.0000;1.0395;1994.46;553480;
143.8;18.38;0.0000;0.0000;1.0421;1994.41;553896;
144.0;18.44;0.0000;0.0000;1.0455;1994.42;554312;
144.2;18.55;0.0000;0.0000;1.0515;1994.46;554728;
144.4;18.68;0.0000;0.0000;1.0589;1994.46;555144;
144.6;18.79;0.0000;0.0000;1.0650;1994.46;555560;
144.8;18.85;0.0000;0.0000;1.0688;1994.46;555976;
145.0;18.90;0.0000;0.0000;1.0714;1994.42;556392;
145.2;18.94;0.0000;0.0000;1.0740;1994.41;556808;
145.4;19.00;0.0000;0.0000;1.0771;1994.35;557224;
145.6;19.03;0.0000;0.0000;1.0789;1994.32;557640;
145.8;19.06;0.0000;0.0000;1.0806;1994.32;558056;
146.0;19.12;0.0000;0.0000;1.0842;1994.26;558472;
146.2;19.18;0.0000;0.0000;1.0875;1994.28;558888;
146.4;19.23;0.0000;0.0000;1.0902;1994.28;559304;
146.6;19.27;0.0000;0.0000;1.0924;1994.70;559720;
146.8;19.27;0.0000;0.0000;1.0925;1994.30;560136;
147.0;19.28;0.0000;0.0000;1.0928;1994.30;560552;
147.2;19.31;0.0000;0.0000;1.0948;1994.36;560968;
147.4;19.32;0.0000;0.0000;1.0954;1994.39;561384;
147.6;19.31;0.0000;0.0000;1.0949;1994.42;561800;
147.8;19.34;0.0000;0.0000;1.0962;1994.41;562216;
148.0;19.38;0.0000;0.0000;1.0986;1994.38;562632;
148.2;19.43;0.0000;0.0000;1.1013;1994.38;563048;
148.4;19.46;0.0000;0.0000;1.1033;1994.38;563464;
148.6;19.50;0.0000;0.0000;1.1056;1994.41;563880;
148.8;19.57;0.0000;0.0000;1.1097;1994.38;564296;
149.0;19.65;0.0000;0.0000;1.1137;1994.83;564712;
149.2;19.72;0.0000;0.0000;1.1179;1994.41;565128;
149.4;19.85;0.0000;0.0000;1.1253;1994.41;565544;
149.6;19.97;0.0000;0.0000;1.1318;1994.41;565960;
149.8;20.06;0.0000;0.0000;1.1370;1994.35;566376;
150.0;20.16;0.0000;0.0000;1.1427;1994.38;566792;
150.2;20.25;0.0000;0.0000;1.1480;1994.41;567208;
150.4;20.32;0.0000;0.0000;1.1521;1993.98;567624;
150.6;20.40;0.0000;0.0000;1.1565;1993.98;568040;
150.8;20.49;0.0000;0.0000;1.1617;1993.98;568456;
151.0;20.59;0.0000;0.0000;1.1671;1994.00;568872;
151.2;20.69;0.0000;0.0000;1.1728;1993.97;569288;
151.4;20.79;0.0000;0.0000;1.1787;1994.01;569704;
151.6;20.91;0.0000;0.0000;1.1855;1994.01;570120;
151.8;21.02;0.0000;0.0000;1.1918;1994.01;570536;
152.0;21.15;0.0000;0.0000;1.1987;1994.03;570952;
152.2;21.24;0.0000;0.0000;1.2039;1994.06;571368;
152.4;21.35;0.0000;0.0000;1.2101;1994.06;571784;
152.6;21.46;0.0000;0.0000;1.2165;1994.03;572200;
152.8;21.57;0.0000;0.0000;1.2225;1994.08;572616;
153.0;21.61;0.0000;0.0000;1.2250;1994.08;573032;
153.2;21.62;0.0000;0.0000;1.2257;1994.04;573448;
153.4;21.62;0.0000;0.0000;1.2258;1994.14;573864;
153.6;21.64;0.0000;0.0000;1.2270;1994.10;574280;
153.8;21.69;0.0000;0.0000;1.2296;1994.14;574696;
154.0;21.71;0.0000;0.0000;1.2307;1994.22;575112;
154.2;21.73;0.0000;0.0000;1.2319;1994.22;575528;
154.4;21.76;0.0000;0.0000;1.2333;1994.16;575944;
154.6;21.77;0.0000;0.0000;1.2344;1994.17;576360;
154.8;21.79;0.0000;0.0000;1.2352;1994.20;576776;
155.0;21.83;0.0000;0.0000;1.2374;1994.25;577192;
155.2;21.88;0.0000;0.0000;1.2405;1994.26;577608;
155.4;21.95;0.0000;0.0000;1.2443;1994.26;578024;
155.6;22.01;0.0000;0.0000;1.2479;1994.27;578440;
155.8;22.07;0.0000;0.0000;1.2511;1994.26;578856;
156.0;22.12;0.0000;0.0000;1.2540;1994.29;579272;
156.2;22.19;0.0000;0.0000;1.2581;1994.23;579688;
156.4;22.26;0.0000;0.0000;1.2619;1994.23;580104;
156.6;22.35;0.0000;0.0000;1.2668;1994.23;580520;
156.8;22.42;0.0000;0.0000;1.2710;1994.23;580936;
157.0;22.50;0.0000;0.0000;1.2754;1994.23;581352;
157.2;22.56;0.0000;0.0000;1.2786;1994.67;581768;
157.4;22.59;0.0000;0.0000;1.2808;1994.68;582184;
157.6;22.64;0.0000;0.0000;1.2837;1994.68;582600;
157.8;22.69;0.0000;0.0000;1.2861;1994.68;583016;
158.0;22.73;0.0000;0.0000;1.2887;1994.67;583432;
158.2;22.83;0.0000;0.0000;1.2942;1994.67;583848;
158.4;22.95;0.0000;0.0000;1.3010;1994.64;584264;
158.6;23.07;0.0000;0.0000;1.3081;1994.19;584680;
158.8;23.22;0.0000;0.0000;1.3162;1994.19;585096;
159.0;23.37;0.0000;0.0000;1.3248;1994.13;585512;
159.2;23.53;0.0000;0.0000;1.3339;1994.10;585928;
159.4;23.70;0.0000;0.0000;1.3433;1994.10;586344;
159.6;23.87;0.0000;0.0000;1.3533;1994.51;586760;
159.8;24.04;0.0000;0.0000;1.3628;1994.51;587176;
160.0;24.19;0.0000;0.0000;1.3714;1994.51;587592;
160.2;24.32;0.0000;0.0000;1.3789;1994.51;588008;
160.4;24.46;0.0000;0.0000;1.3863;1994.48;588424;
160.6;24.58;0.0000;0.0000;1.3931;1994.51;588840;
160.8;24.67;0.0000;0.0000;1.3987;1994.51;589256;
161.0;24.75;0.0000;0.0000;1.4031;1994.13;589672;
161.2;24.81;0.0000;0.0000;1.4066;1994.13;590088;
161.4;24.86;0.0000;0.0000;1.4095;1994.11;590504;
161.6;24.86;0.0000;0.0000;1.4091;1994.11;590920;
161.8;24.81;0.0000;0.0000;1.4062;1994.17;591336;
162.0;24.72;0.0000;0.0000;1.4016;1994.11;591752;
162.2;24.62;0.0000;0.0000;1.3955;1994.07;592168;
162.4;24.48;0.0000;0.0000;1.3877;1994.07;592584;
162.6;24.35;0.0000;0.0000;1.3802;1994.09;593000;
162.8;24.22;0.0000;0.0000;1.3733;1994.10;593416;
163.0;24.10;0.0000;0.0000;1.3665;1994.13;593832;
163.2;23.93;0.0000;0.0000;1.3567;1994.16;594248;
163.4;23.77;0.0000;0.0000;1.3475;1994.20;594664;
163.6;23.62;0.0000;0.0000;1.3390;1994.20;595080;
163.8;23.44;0.0000;0.0000;1.3286;1994.20;595496;
164.0;23.27;0.0000;0.0000;1.3192;1994.23;595912;
164.2;23.11;0.0000;0.0000;1.3098;1994.20;596328;
164.4;22.93;0.0000;0.0000;1.3002;1994.22;596744;
164.6;22.80;0.0000;0.0000;1.2928;1994.28;597160;
164.8;22.66;0.0000;0.0000;1.2848;1994.28;597576;
165.0;22.54;0.0000;0.0000;1.2780;1994.22;597992;
165.2;22.44;0.0000;0.0000;1.2724;1994.26;598408;
165.4;22.35;0.0000;0.0000;1.2669;1994.20;598824;
165.6;22.24;0.0000;0.0000;1.2608;1994.22;599240;
165.8;22.12;0.0000;0.0000;1.2540;1994.19;599656;
166.0;22.01;0.0000;0.0000;1.2479;1994.19;600072;
166.2;21.93;0.0000;0.0000;1.2431;1994.11;600488;
166.4;21.81;0.0000;0.0000;1.2364;1994.11;600904;
166.6;21.70;0.0000;0.0000;1.2304;1994.14;601320;
166.8;21.60;0.0000;0.0000;1.2243;1994.16;601736;
167.0;21.48;0.0000;0.0000;1.2179;1994.11;602152;
167.2;21.38;0.0000;0.0000;1.2122;1994.11;602568;
167.4;21.28;0.0000;0.0000;1.2065;1994.10;602984;
167.6;21.16;0.0000;0.0000;1.1997;1994.11;603400;
167.8;21.06;0.0000;0.0000;1.1937;1994.11;603816;
168.0;20.96;0.0000;0.0000;1.1881;1994.06;604232;
168.2;20.87;0.0000;0.0000;1.1833;1994.06;604648;
168.4;20.84;0.0000;0.0000;1.1811;1994.06;605064;
168.6;20.84;0.0000;0.0000;1.1811;1994.09;605480;
168.8;20.84;0.0000;0.0000;1.1816;1994.06;605896;
169.0;20.90;0.0000;0.0000;1.1849;1994.48;606312;
169.2;20.97;0.0000;0.0000;1.1886;1994.06;606728;
169.4;21.06;0.0000;0.0000;1.1937;1994.06;607144;
169.6;21.15;0.0000;0.0000;1.1990;1994.09;607560;
169.8;21.25;0.0000;0.0000;1.2048;1994.09;607976;
170.0;21.39;0.0000;0.0000;1.2125;1994.10;608392;
170.2;21.52;0.0000;0.0000;1.2202;1994.07;608808;
170.4;21.66;0.0000;0.0000;1.2277;1994.10;609224;
170.6;21.78;0.0000;0.0000;1.2348;1994.10;609640;
170.8;21.89;0.0000;0.0000;1.2409;1994.14;610056;
171.0;21.99;0.0000;0.0000;1.2464;1994.17;610472;
