Banc de test optique V0.2

tension de test théorique : 12V
tension = 0.00 VDC;courant = 0.00 A;

Angle °;cd;X;Y;lux;temperature ambiante °C; temps après allumage en ms;
171.2;22.06;0.0000;0.0000;1.2507;1994.16;610888;
171.4;22.11;0.0000;0.0000;1.2532;1994.57;611304;
171.6;22.13;0.0000;0.0000;1.2548;1994.16;611720;
171.8;22.18;0.0000;0.0000;1.2573;1994.16;612136;
172.0;22.24;0.0000;0.0000;1.2605;1994.13;612552;
172.2;22.29;0.0000;0.0000;1.2634;1994.11;612968;
172.4;22.36;0.0000;0.0000;1.2673;1994.11;613384;
172.6;22.40;0.0000;0.0000;1.2699;1994.17;613800;
172.8;22.46;0.0000;0.0000;1.2732;1994.13;614216;
173.0;22.50;0.0000;0.0000;1.2758;1994.13;614632;
173.2;22.57;0.0000;0.0000;1.2797;1994.14;615048;
173.4;22.64;0.0000;0.0000;1.2835;1994.19;615464;
173.6;22.71;0.0000;0.0000;1.2874;1994.22;615880;
173.8;22.80;0.0000;0.0000;1.2923;1994.16;616296;
174.0;22.87;0.0000;0.0000;1.2965;1994.17;616712;
174.2;22.93;0.0000;0.0000;1.3000;1994.17;617128;
174.4;22.97;0.0000;0.0000;1.3023;1994.22;617544;
174.6;23.02;0.0000;0.0000;1.3052;1994.22;617960;
174.8;23.08;0.0000;0.0000;1.3082;1994.25;618376;
175.0;23.14;0.0000;0.0000;1.3120;1994.23;618792;
175.2;23.22;0.0000;0.0000;1.3162;1993.88;619208;
175.4;23.29;0.0000;0.0000;1.3202;1993.88;619624;
175.6;23.33;0.0000;0.0000;1.3227;1993.84;620040;
175.8;23.38;0.0000;0.0000;1.3253;1993.90;620456;
176.0;23.46;0.0000;0.0000;1.3301;1993.87;620872;
176.2;23.53;0.0000;0.0000;1.3339;1993.90;621288;
176.4;23.62;0.0000;0.0000;1.3391;1993.84;621704;
176.6;23.65;0.0000;0.0000;1.3406;1993.84;622120;
176.8;23.69;0.0000;0.0000;1.3430;1993.84;622536;
177.0;23.74;0.0000;0.0000;1.3456;1993.88;622952;
177.2;23.78;0.0000;0.0000;1.3482;1993.87;623368;
177.4;23.79;0.0000;0.0000;1.3489;1993.90;623784;
177.6;23.82;0.0000;0.0000;1.3503;1993.88;624200;
177.8;23.85;0.0000;0.0000;1.3523;1993.88;624616;
178.0;23.87;0.0000;0.0000;1.3531;1993.88;625032;
178.2;23.88;0.0000;0.0000;1.3537;1993.92;625448;
178.4;23.90;0.0000;0.0000;1.3546;1993.92;625864;
178.6;23.91;0.0000;0.0000;1.3552;1993.90;626280;
178.8;23.92;0.0000;0.0000;1.3561;1993.90;626696;
179.0;23.95;0.0000;0.0000;1.3575;1993.81;627112;
179.2;23.96;0.0000;0.0000;1.3582;1993.78;627528;
179.4;24.03;0.0000;0.0000;1.3620;1993.79;627944;
179.6;24.06;0.0000;0.0000;1.3640;1994.22;628360;
179.8;24.11;0.0000;0.0000;1.3667;1994.23;628776;
180.0;24.16;0.0000;0.0000;1.3699;1994.23;629192;
180.2;24.23;0.0000;0.0000;1.3735;1994.23;629608;
180.4;24.30;0.0000;0.0000;1.3778;1994.35;630024;
180.6;24.35;0.0000;0.0000;1.3806;1994.35;630440;
180.8;24.39;0.0000;0.0000;1.3824;1994.39;630856;
181.0;24.42;0.0000;0.0000;1.3842;1993.94;631272;
181.2;24.46;0.0000;0.0000;1.3863;1993.94;631688;
181.4;24.47;0.0000;0.0000;1.3874;1993.98;632104;
181.6;24.48;0.0000;0.0000;1.3880;1993.94;632520;
181.8;24.50;0.0000;0.0000;1.3889;1993.91;632936;
182.0;24.53;0.0000;0.0000;1.3904;1994.33;633352;
182.2;24.56;0.0000;0.0000;1.3925;1994.36;633768;
182.4;24.60;0.0000;0.0000;1.3945;1994.36;634184;
182.6;24.66;0.0000;0.0000;1.3978;1994.39;634600;
182.8;24.70;0.0000;0.0000;1.4004;1994.39;635016;
183.0;24.73;0.0000;0.0000;1.4020;1994.35;635432;
183.2;24.79;0.0000;0.0000;1.4053;1994.32;635848;
183.4;24.82;0.0000;0.0000;1.4072;1993.91;636264;
183.6;24.88;0.0000;0.0000;1.4104;1993.91;636680;
183.8;24.93;0.0000;0.0000;1.4134;1993.88;637096;
184.0;24.95;0.0000;0.0000;1.4147;1993.88;637512;
184.2;25.00;0.0000;0.0000;1.4171;1993.89;637928;
184.4;25.01;0.0000;0.0000;1.4181;1993.97;638344;
184.6;25.02;0.0000;0.0000;1.4185;1993.90;638760;
184.8;25.04;0.0000;0.0000;1.4193;1993.90;639176;
185.0;25.02;0.0000;0.0000;1.4183;1993.94;639592;
185.2;25.03;0.0000;0.0000;1.4190;1993.91;640008;
185.4;25.07;0.0000;0.0000;1.4213;1993.87;640424;
185.6;25.12;0.0000;0.0000;1.4241;1993.85;640840;
185.8;25.14;0.0000;0.0000;1.4250;1993.91;641256;
186.0;25.15;0.0000;0.0000;1.4257;1993.91;641672;
186.2;25.15;0.0000;0.0000;1.4260;1993.92;642088;
186.4;25.17;0.0000;0.0000;1.4267;1993.88;642504;
186.6;25.17;0.0000;0.0000;1.4268;1993.88;642920;
186.8;25.16;0.0000;0.0000;1.4265;1993.79;643336;
187.0;25.19;0.0000;0.0000;1.4282;1993.75;643752;
187.2;25.18;0.0000;0.0000;1.4272;1993.75;644168;
187.4;25.20;0.0000;0.0000;1.4283;1994.10;644584;
187.6;25.21;0.0000;0.0000;1.4290;1994.14;645000;
187.8;25.22;0.0000;0.0000;1.4295;1994.09;645416;
188.0;25.23;0.0000;0.0000;1.4303;1994.09;645832;
188.2;25.25;0.0000;0.0000;1.4311;1994.06;646248;
188.4;25.27;0.0000;0.0000;1.4324;1994.06;646664;
188.6;25.26;0.0000;0.0000;1.4322;1994.10;647080;
188.8;25.27;0.0000;0.0000;1.4324;1994.04;647496;
189.0;25.27;0.0000;0.0000;1.4325;1994.01;647912;
189.2;25.26;0.0000;0.0000;1.4322;1994.01;648328;
189.4;25.26;0.0000;0.0000;1.4317;1994.00;648744;
189.6;25.27;0.0000;0.0000;1.4328;1994.00;649160;
189.8;25.28;0.0000;0.0000;1.4332;1994.01;649576;
190.0;25.34;0.0000;0.0000;1.4365;1994.00;649992;
190.2;25.44;0.0000;0.0000;1.4425;1994.38;650408;
190.4;25.52;0.0000;0.0000;1.4468;1994.36;650824;
190.6;25.57;0.0000;0.0000;1.4494;1994.36;651240;
190.8;25.60;0.0000;0.0000;1.4510;1994.36;651656;
191.0;25.64;0.0000;0.0000;1.4533;1994.41;652072;
191.2;25.65;0.0000;0.0000;1.4539;1994.45;652488;
191.4;25.66;0.0000;0.0000;1.4544;1994.44;652904;
191.6;25.68;0.0000;0.0000;1.4555;1994.00;653320;
191.8;25.71;0.0000;0.0000;1.4573;1994.00;653736;
192.0;25.74;0.0000;0.0000;1.4589;1993.97;654152;
192.2;25.75;0.0000;0.0000;1.4599;1994.04;654568;
192.4;25.77;0.0000;0.0000;1.4611;1993.92;654984;
192.6;25.79;0.0000;0.0000;1.4618;1993.87;655400;
192.8;25.80;0.0000;0.0000;1.4625;1993.81;655816;
193.0;25.81;0.0000;0.0000;1.4634;1993.81;656232;
193.2;25.83;0.0000;0.0000;1.4642;1993.81;656648;
193.4;25.86;0.0000;0.0000;1.4660;1993.76;657064;
193.6;25.90;0.0000;0.0000;1.4683;1993.76;657480;
193.8;25.94;0.0000;0.0000;1.4704;1993.92;657896;
194.0;25.94;0.0000;0.0000;1.4704;1993.50;658312;
194.2;25.97;0.0000;0.0000;1.4724;1993.50;658728;
194.4;25.99;0.0000;0.0000;1.4735;1993.52;659144;
194.6;26.03;0.0000;0.0000;1.4754;1993.47;659560;
194.8;26.05;0.0000;0.0000;1.4765;1993.46;659976;
195.0;26.05;0.0000;0.0000;1.4770;1993.53;660392;
195.2;26.09;0.0000;0.0000;1.4792;1993.52;660808;
195.4;26.13;0.0000;0.0000;1.4815;1993.52;661224;
195.6;26.16;0.0000;0.0000;1.4830;1993.50;661640;
195.8;26.21;0.0000;0.0000;1.4860;1993.47;662056;
196.0;26.24;0.0000;0.0000;1.4877;1993.53;662472;
196.2;26.27;0.0000;0.0000;1.4892;1993.56;662888;
196.4;26.30;0.0000;0.0000;1.4907;1993.52;663304;
196.6;26.30;0.0000;0.0000;1.4908;1993.52;663720;
196.8;26.30;0.0000;0.0000;1.4911;1993.49;664136;
197.0;26.32;0.0000;0.0000;1.4920;1993.52;664552;
197.2;26.37;0.0000;0.0000;1.4947;1993.49;664968;
197.4;26.38;0.0000;0.0000;1.4957;1993.47;665384;
197.6;26.41;0.0000;0.0000;1.4972;1993.44;665800;
197.8;26.42;0.0000;0.0000;1.4976;1993.44;666216;
198.0;26.42;0.0000;0.0000;1.4980;1993.41;666632;
198.2;26.42;0.0000;0.0000;1.4977;1993.44;667048;
198.4;26.42;0.0000;0.0000;1.4980;1993.46;667464;
198.6;26.44;0.0000;0.0000;1.4988;1993.47;667880;
198.8;26.42;0.0000;0.0000;1.4979;1993.53;668296;
199.0;26.43;0.0000;0.0000;1.4984;1993.53;668712;
199.2;26.40;0.0000;0.0000;1.4965;1993.52;669128;
199.4;26.39;0.0000;0.0000;1.4960;1993.50;669544;
199.6;26.37;0.0000;0.0000;1.4950;1993.49;669960;
199.8;26.36;0.0000;0.0000;1.4943;1993.49;670376;
200.0;26.36;0.0000;0.0000;1.4945;1993.41;670792;
200.2;26.36;0.0000;0.0000;1.4942;1993.41;671208;
200.4;26.32;0.0000;0.0000;1.4921;1993.43;671624;
200.6;26.30;0.0000;0.0000;1.4912;1993.41;672040;
200.8;26.26;0.0000;0.0000;1.4887;1993.41;672456;
201.0;26.22;0.0000;0.0000;1.4866;1993.47;672872;
201.2;26.18;0.0000;0.0000;1.4840;1993.47;673288;
201.4;26.14;0.0000;0.0000;1.4817;1993.44;673704;
201.6;26.08;0.0000;0.0000;1.4787;1993.43;674120;
201.8;26.06;0.0000;0.0000;1.4772;1993.43;674536;
202.0;26.06;0.0000;0.0000;1.4773;1993.87;674952;
202.2;26.05;0.0000;0.0000;1.4770;1993.50;675368;
202.4;26.04;0.0000;0.0000;1.4761;1993.50;675784;
202.6;26.01;0.0000;0.0000;1.4747;1993.47;676200;
202.8;26.00;0.0000;0.0000;1.4738;1993.47;676616;
203.0;25.98;0.0000;0.0000;1.4727;1993.47;677032;
203.2;25.97;0.0000;0.0000;1.4723;1993.43;677448;
203.4;25.95;0.0000;0.0000;1.4710;1993.44;677864;
203.6;25.96;0.0000;0.0000;1.4719;1993.44;678280;
203.8;25.97;0.0000;0.0000;1.4724;1993.43;678696;
204.0;25.96;0.0000;0.0000;1.4719;1993.46;679112;
204.2;25.95;0.0000;0.0000;1.4710;1993.46;679528;
204.4;25.93;0.0000;0.0000;1.4698;1993.91;679944;
204.6;25.92;0.0000;0.0000;1.4693;1994.00;680360;
204.8;25.92;0.0000;0.0000;1.4693;1994.00;680776;
205.0;25.92;0.0000;0.0000;1.4693;1994.03;681192;
205.2;25.91;0.0000;0.0000;1.4690;1994.04;681608;
205.4;25.90;0.0000;0.0000;1.4683;1994.03;682024;
205.6;25.89;0.0000;0.0000;1.4676;1994.07;682440;
205.8;25.87;0.0000;0.0000;1.4667;1993.95;682856;
206.0;25.86;0.0000;0.0000;1.4660;1993.95;683272;
206.2;25.85;0.0000;0.0000;1.4653;1994.00;683688;
206.4;25.83;0.0000;0.0000;1.4641;1993.94;684104;
206.6;25.83;0.0000;0.0000;1.4641;1993.95;684520;
206.8;25.82;0.0000;0.0000;1.4640;1993.94;684936;
207.0;25.83;0.0000;0.0000;1.4645;1993.88;685352;
207.2;25.82;0.0000;0.0000;1.4638;1993.88;685768;
207.4;25.81;0.0000;0.0000;1.4634;1993.92;686184;
207.6;25.78;0.0000;0.0000;1.4617;1993.90;686600;
207.8;25.76;0.0000;0.0000;1.4606;1993.91;687016;
208.0;25.72;0.0000;0.0000;1.4582;1993.84;687432;
208.2;25.70;0.0000;0.0000;1.4569;1993.82;687848;
208.4;25.69;0.0000;0.0000;1.4565;1993.82;688264;
208.6;25.67;0.0000;0.0000;1.4551;1993.81;688680;
208.8;25.66;0.0000;0.0000;1.4546;1993.79;689096;
209.0;25.63;0.0000;0.0000;1.4532;1993.79;689512;
209.2;25.62;0.0000;0.0000;1.4527;1993.81;689928;
209.4;25.58;0.0000;0.0000;1.4501;1993.88;690344;
209.6;25.55;0.0000;0.0000;1.4482;1993.88;690760;
209.8;25.51;0.0000;0.0000;1.4460;1993.90;691176;
210.0;25.47;0.0000;0.0000;1.4439;1993.94;691592;
210.2;25.45;0.0000;0.0000;1.4427;1993.91;692008;
210.4;25.41;0.0000;0.0000;1.4404;1993.92;692424;
210.6;25.36;0.0000;0.0000;1.4375;1993.88;692840;
210.8;25.30;0.0000;0.0000;1.4343;1993.88;693256;
211.0;25.25;0.0000;0.0000;1.4311;1993.92;693672;
211.2;25.22;0.0000;0.0000;1.4295;1994.06;694088;
211.4;25.20;0.0000;0.0000;1.4288;1994.04;694504;
211.6;25.19;0.0000;0.0000;1.4277;1994.01;694920;
211.8;25.17;0.0000;0.0000;1.4269;1994.01;695336;
212.0;25.17;0.0000;0.0000;1.4268;1994.06;695752;
212.2;25.13;0.0000;0.0000;1.4245;1994.13;696168;
212.4;25.09;0.0000;0.0000;1.4223;1994.11;696584;
212.6;25.04;0.0000;0.0000;1.4194;1994.54;697000;
212.8;25.00;0.0000;0.0000;1.4174;1994.60;697416;
213.0;24.95;0.0000;0.0000;1.4147;1994.60;697832;
213.2;24.92;0.0000;0.0000;1.4128;1994.54;698248;
213.4;24.88;0.0000;0.0000;1.4104;1994.54;698664;
213.6;24.85;0.0000;0.0000;1.4085;1994.55;699080;
213.8;24.80;0.0000;0.0000;1.4057;1994.55;699496;
214.0;24.77;0.0000;0.0000;1.4042;1994.16;699912;
214.2;24.74;0.0000;0.0000;1.4023;1994.16;700328;
214.4;24.72;0.0000;0.0000;1.4015;1994.10;700744;
214.6;24.69;0.0000;0.0000;1.3997;1994.08;701160;
214.8;24.64;0.0000;0.0000;1.3971;1994.08;701576;
215.0;24.61;0.0000;0.0000;1.3952;1994.51;701992;
215.2;24.59;0.0000;0.0000;1.3938;1994.51;702408;
215.4;24.55;0.0000;0.0000;1.3918;1994.51;702824;
215.6;24.52;0.0000;0.0000;1.3898;1994.51;703240;
215.8;24.46;0.0000;0.0000;1.3867;1994.54;703656;
216.0;24.42;0.0000;0.0000;1.3842;1994.52;704072;
216.2;24.36;0.0000;0.0000;1.3808;1994.90;704488;
216.4;24.29;0.0000;0.0000;1.3770;1994.49;704904;
216.6;24.23;0.0000;0.0000;1.3734;1994.49;705320;
216.8;24.16;0.0000;0.0000;1.3695;1994.44;705736;
217.0;24.09;0.0000;0.0000;1.3657;1994.44;706152;
217.2;24.01;0.0000;0.0000;1.3612;1994.41;706568;
217.4;23.93;0.0000;0.0000;1.3567;1994.44;706984;
217.6;23.88;0.0000;0.0000;1.3535;1994.39;707400;
217.8;23.81;0.0000;0.0000;1.3497;1994.39;707816;
218.0;23.73;0.0000;0.0000;1.3454;1994.33;708232;
218.2;23.65;0.0000;0.0000;1.3406;1994.30;708648;
218.4;23.57;0.0000;0.0000;1.3361;1994.33;709064;
218.6;23.47;0.0000;0.0000;1.3305;1994.32;709480;
218.8;23.36;0.0000;0.0000;1.3241;1994.36;709896;
219.0;23.24;0.0000;0.0000;1.3174;1994.36;710312;
219.2;23.14;0.0000;0.0000;1.3119;1994.42;710728;
219.4;23.04;0.0000;0.0000;1.3059;1994.41;711144;
219.6;22.93;0.0000;0.0000;1.3002;1994.49;711560;
219.8;22.81;0.0000;0.0000;1.2929;1994.55;711976;
220.0;22.69;0.0000;0.0000;1.2865;1994.55;712392;
220.2;22.57;0.0000;0.0000;1.2797;1994.55;712808;
220.4;22.44;0.0000;0.0000;1.2720;1994.55;713224;
220.6;22.30;0.0000;0.0000;1.2641;1994.51;713640;
220.8;22.18;0.0000;0.0000;1.2573;1994.58;714056;
221.0;22.06;0.0000;0.0000;1.2503;1994.55;714472;
221.2;21.94;0.0000;0.0000;1.2438;1994.52;714888;
221.4;21.84;0.0000;0.0000;1.2382;1994.52;715304;
221.6;21.76;0.0000;0.0000;1.2336;1994.48;715720;
221.8;21.70;0.0000;0.0000;1.2304;1994.46;716136;
222.0;21.67;0.0000;0.0000;1.2285;1994.46;716552;
222.2;21.67;0.0000;0.0000;1.2283;1994.42;716968;
222.4;21.69;0.0000;0.0000;1.2295;1994.44;717384;
222.6;21.75;0.0000;0.0000;1.2329;1994.44;717800;
222.8;21.82;0.0000;0.0000;1.2367;1994.45;718216;
223.0;21.92;0.0000;0.0000;1.2427;1994.38;718632;
223.2;22.06;0.0000;0.0000;1.2507;1994.25;719048;
223.4;22.23;0.0000;0.0000;1.2604;1994.26;719464;
223.6;22.38;0.0000;0.0000;1.2690;1994.26;719880;
223.8;22.51;0.0000;0.0000;1.2763;1994.26;720296;
224.0;22.69;0.0000;0.0000;1.2863;1994.20;720712;
224.2;22.87;0.0000;0.0000;1.2963;1994.25;721128;
224.4;23.11;0.0000;0.0000;1.3098;1994.63;721544;
224.6;23.35;0.0000;0.0000;1.3237;1994.22;721960;
224.8;23.55;0.0000;0.0000;1.3349;1994.22;722376;
225.0;23.72;0.0000;0.0000;1.3445;1994.20;722792;
225.2;23.89;0.0000;0.0000;1.3543;1994.23;723208;
225.4;24.06;0.0000;0.0000;1.3639;1994.26;723624;
225.6;24.25;0.0000;0.0000;1.3749;1994.27;724040;
225.8;24.40;0.0000;0.0000;1.3832;1994.29;724455;
226.0;24.56;0.0000;0.0000;1.3922;1994.29;724871;
226.2;24.72;0.0000;0.0000;1.4016;1994.29;725287;
226.4;24.91;0.0000;0.0000;1.4121;1994.32;725703;
226.6;25.10;0.0000;0.0000;1.4230;1994.39;726119;
226.8;25.24;0.0000;0.0000;1.4307;1994.80;726535;
227.0;25.40;0.0000;0.0000;1.4400;1994.36;726951;
227.2;25.60;0.0000;0.0000;1.4513;1994.36;727367;
227.4;25.76;0.0000;0.0000;1.4602;1994.44;727783;
227.6;25.89;0.0000;0.0000;1.4675;1994.42;728199;
227.8;25.99;0.0000;0.0000;1.4731;1994.46;728615;
228.0;26.07;0.0000;0.0000;1.4780;1994.48;729031;
228.2;26.10;0.0000;0.0000;1.4793;1994.04;729447;
228.4;26.07;0.0000;0.0000;1.4780;1994.04;729863;
228.6;26.07;0.0000;0.0000;1.4780;1994.03;730279;
228.8;26.02;0.0000;0.0000;1.4751;1994.03;730695;
229.0;25.92;0.0000;0.0000;1.4694;1994.04;731111;
229.2;25.77;0.0000;0.0000;1.4611;1994.11;731527;
229.4;25.60;0.0000;0.0000;1.4512;1994.10;731943;
229.6;25.45;0.0000;0.0000;1.4426;1994.10;732359;
229.8;25.35;0.0000;0.0000;1.4371;1994.10;732775;
230.0;25.23;0.0000;0.0000;1.4302;1994.17;733191;
230.2;25.15;0.0000;0.0000;1.4260;1994.13;733607;
230.4;25.05;0.0000;0.0000;1.4201;1994.14;734023;
230.6;24.98;0.0000;0.0000;1.4162;1994.14;734439;
230.8;24.94;0.0000;0.0000;1.4138;1994.14;734855;
231.0;24.92;0.0000;0.0000;1.4129;1994.11;735271;
231.2;24.86;0.0000;0.0000;1.4095;1994.08;735687;
231.4;24.78;0.0000;0.0000;1.4047;1994.13;736103;
231.6;24.70;0.0000;0.0000;1.4005;1994.08;736519;
231.8;24.62;0.0000;0.0000;1.3959;1994.08;736935;
232.0;24.55;0.0000;0.0000;1.3917;1994.08;737351;
232.2;24.47;0.0000;0.0000;1.3873;1994.10;737767;
232.4;24.31;0.0000;0.0000;1.3779;1994.07;738183;
232.6;24.11;0.0000;0.0000;1.3667;1994.14;738599;
232.8;23.91;0.0000;0.0000;1.3557;1994.10;739015;
233.0;23.73;0.0000;0.0000;1.3455;1994.08;739431;
233.2;23.67;0.0000;0.0000;1.3421;1994.08;739847;
233.4;23.71;0.0000;0.0000;1.3440;1994.10;740263;
233.6;23.71;0.0000;0.0000;1.3441;1994.08;740679;
233.8;23.72;0.0000;0.0000;1.3448;1994.13;741095;
234.0;23.72;0.0000;0.0000;1.3444;1994.07;741511;
234.2;23.72;0.0000;0.0000;1.3449;1994.07;741927;
234.4;23.67;0.0000;0.0000;1.3417;1994.16;742343;
234.6;23.59;0.0000;0.0000;1.3370;1994.10;742759;
234.8;23.47;0.0000;0.0000;1.3306;1994.08;743175;
235.0;23.37;0.0000;0.0000;1.3249;1994.54;743591;
235.2;23.31;0.0000;0.0000;1.3217;1994.58;744007;
235.4;23.26;0.0000;0.0000;1.3185;1994.58;744423;
235.6;23.19;0.0000;0.0000;1.3149;1994.57;744839;
235.8;23.14;0.0000;0.0000;1.3117;1994.60;745255;
236.0;23.13;0.0000;0.0000;1.3112;1994.61;745671;
236.2;23.12;0.0000;0.0000;1.3106;1994.54;746087;
236.4;23.08;0.0000;0.0000;1.3083;1994.19;746503;
236.6;23.09;0.0000;0.0000;1.3087;1994.19;746919;
236.8;23.11;0.0000;0.0000;1.3099;1994.17;747335;
237.0;23.03;0.0000;0.0000;1.3056;1994.19;747751;
237.2;22.88;0.0000;0.0000;1.2970;1994.14;748167;
237.4;22.77;0.0000;0.0000;1.2906;1994.54;748583;
237.6;22.66;0.0000;0.0000;1.2846;1994.48;748999;
237.8;22.47;0.0000;0.0000;1.2736;1994.48;749415;
238.0;22.29;0.0000;0.0000;1.2637;1994.54;749831;
238.2;22.07;0.0000;0.0000;1.2513;1994.49;750247;
238.4;21.79;0.0000;0.0000;1.2351;1994.48;750663;
238.6;21.58;0.0000;0.0000;1.2234;1994.49;751079;
238.8;21.34;0.0000;0.0000;1.2096;1994.08;751495;
239.0;21.07;0.0000;0.0000;1.1946;1994.08;751911;
239.2;20.95;0.0000;0.0000;1.1877;1994.10;752327;
239.4;20.91;0.0000;0.0000;1.1856;1994.09;752743;
239.6;20.87;0.0000;0.0000;1.1833;1994.07;753159;
239.8;20.80;0.0000;0.0000;1.1792;1994.00;753575;
240.0;20.63;0.0000;0.0000;1.1694;1993.97;753991;
240.2;20.51;0.0000;0.0000;1.1625;1993.97;754407;
240.4;20.45;0.0000;0.0000;1.1592;1993.97;754823;
240.6;20.38;0.0000;0.0000;1.1554;1993.95;755239;
240.8;20.39;0.0000;0.0000;1.1557;1993.95;755655;
241.0;20.45;0.0000;0.0000;1.1591;1993.98;756071;
241.2;20.49;0.0000;0.0000;1.1614;1993.98;756487;
241.4;20.59;0.0000;0.0000;1.1670;1993.98;756903;
241.6;20.67;0.0000;0.0000;1.1716;1993.98;757319;
241.8;20.70;0.0000;0.0000;1.1735;1994.00;757735;
242.0;20.73;0.0000;0.0000;1.1750;1994.07;758151;
242.2;20.66;0.0000;0.0000;1.1709;1994.11;758567;
242.4;20.62;0.0000;0.0000;1.1690;1994.11;758983;
242.6;20.62;0.0000;0.0000;1.1689;1994.11;759399;
242.8;20.53;0.0000;0.0000;1.1637;1994.16;759815;
243.0;20.45;0.0000;0.0000;1.1595;1994.25;760231;
243.2;20.40;0.0000;0.0000;1.1565;1994.23;760647;
243.4;20.33;0.0000;0.0000;1.1524;1994.25;761063;
243.6;20.25;0.0000;0.0000;1.1478;1994.26;761479;
243.8;20.08;0.0000;0.0000;1.1381;1994.26;761895;
244.0;19.96;0.0000;0.0000;1.1313;1994.25;762311;
244.2;19.90;0.0000;0.0000;1.1282;1994.28;762727;
244.4;19.64;0.0000;0.0000;1.1133;1994.32;763143;
244.6;19.31;0.0000;0.0000;1.0947;1994.25;763559;
244.8;19.19;0.0000;0.0000;1.0879;1994.25;763975;
245.0;19.00;0.0000;0.0000;1.0771;1994.25;764391;
245.2;18.81;0.0000;0.0000;1.0663;1994.26;764807;
245.4;18.70;0.0000;0.0000;1.0598;1994.28;765223;
245.6;18.57;0.0000;0.0000;1.0527;1994.29;765639;
245.8;18.35;0.0000;0.0000;1.0405;1994.22;766055;
246.0;18.16;0.0000;0.0000;1.0294;1994.22;766471;
246.2;18.02;0.0000;0.0000;1.0218;1994.22;766887;
246.4;17.92;0.0000;0.0000;1.0161;1994.16;767303;
246.6;17.87;0.0000;0.0000;1.0132;1994.19;767719;
246.8;17.85;0.0000;0.0000;1.0122;1994.61;768135;
247.0;17.79;0.0000;0.0000;1.0087;1994.16;768551;
247.2;17.62;0.0000;0.0000;0.9991;1994.16;768967;
247.4;17.52;0.0000;0.0000;0.9934;1994.13;769383;
247.6;17.52;0.0000;0.0000;0.9930;1994.13;769799;
247.8;17.30;0.0000;0.0000;0.9806;1994.10;770215;
248.0;17.43;0.0000;0.0000;0.9883;1994.13;770631;
248.2;17.65;0.0000;0.0000;1.0007;1994.20;771047;
248.4;17.42;0.0000;0.0000;0.9875;1994.20;771463;
248.6;17.57;0.0000;0.0000;0.9962;1994.22;771879;
248.8;17.71;0.0000;0.0000;1.0038;1994.23;772295;
249.0;17.40;0.0000;0.0000;0.9865;1994.20;772711;
249.2;17.34;0.0000;0.0000;0.9831;1994.61;773127;
249.4;17.47;0.0000;0.0000;0.9906;1994.22;773543;
249.6;17.57;0.0000;0.0000;0.9958;1994.22;773959;
249.8;17.89;0.0000;0.0000;1.0141;1994.27;774375;
250.0;17.99;0.0000;0.0000;1.0198;1994.19;774791;
250.2;17.66;0.0000;0.0000;1.0014;1994.19;775207;
250.4;17.10;0.0000;0.0000;0.9695;1994.14;775623;
250.6;16.04;0.0000;0.0000;0.9093;1994.13;776039;
250.8;14.96;0.0000;0.0000;0.8479;1994.13;776455;
251.0;13.89;0.0000;0.0000;0.7875;1994.10;776871;
251.2;12.69;0.0000;0.0000;0.7197;1994.11;777287;
251.4;11.78;0.0000;0.0000;0.6680;1994.07;777702;
251.6;10.70;0.0000;0.0000;0.6065;1994.10;778118;
251.8;9.45;0.0000;0.0000;0.5358;1994.16;778534;
252.0;8.19;0.0000;0.0000;0.4643;1994.16;778950;
252.2;6.60;0.0000;0.0000;0.3739;1994.20;779366;
252.4;6.60;0.0000;0.0000;0.3739;1994.25;779782;
252.6;6.60;0.0000;0.0000;0.3739;1994.23;780195;
252.8;1.91;0.0000;0.0000;0.1081;1994.26;780608;
253.0;1.91;0.0000;0.0000;0.1081;1994.26;781024;
253.2;1.14;0.0000;0.0000;0.0646;1994.26;781437;
253.4;1.00;0.0000;0.0000;0.0569;1994.22;781853;
253.6;0.95;0.0000;0.0000;0.0538;1994.19;782269;
253.8;0.92;0.0000;0.0000;0.0522;1994.19;782685;
254.0;0.90;0.0000;0.0000;0.0512;1994.07;783101;
254.2;0.89;0.0000;0.0000;0.0504;1994.06;783517;
254.4;0.87;0.0000;0.0000;0.0496;1994.06;783933;
254.6;0.86;0.0000;0.0000;0.0487;1994.08;784349;
254.8;0.85;0.0000;0.0000;0.0479;1994.04;784765;
255.0;0.83;0.0000;0.0000;0.0472;1993.91;785181;
255.2;0.82;0.0000;0.0000;0.0467;1993.92;785597;
255.4;0.82;0.0000;0.0000;0.0463;1993.92;786013;
255.6;0.81;0.0000;0.0000;0.0461;1993.88;786429;
255.8;0.81;0.0000;0.0000;0.0459;1993.88;786845;
256.0;0.81;0.0000;0.0000;0.0457;1993.87;787261;
256.2;0.80;0.0000;0.0000;0.0453;1994.26;787677;
256.4;0.79;0.0000;0.0000;0.0449;1994.22;788094;
256.6;0.79;0.0000;0.0000;0.0446;1994.22;788509;
256.8;0.78;0.0000;0.0000;0.0441;1994.29;788925;
257.0;0.77;0.0000;0.0000;0.0438;1994.29;789341;
257.2;0.76;0.0000;0.0000;0.0434;1994.30;789757;
257.4;0.76;0.0000;0.0000;0.0430;1994.29;790173;
257.6;0.75;0.0000;0.0000;0.0426;1994.32;790589;
257.8;0.74;0.0000;0.0000;0.0422;1994.32;791005;
